,reviewerID,asin,reviewText,Category,unixReviewTime,overall,sentiment,Clean_Reviews,textblob_polarity,textblob_sentiment,afin_polarity,afin_sentiment,vader_sentiment
10,A1CUJ6ZT82H7LS,0132147556,"Maybe it's just me (I have no marketing background but desperately want to learn for my start-up) but I cannot get hardly anything out of this text. I have tried very hard to tread through the writing and learn something useful but chapter after chapter seems to be the exact same thing... overly wordy, rambling & unnecessarily academic writing with no comprehensible message behind it, no strategies I can apply to my own business and no organization that I can make sense of. Feels almost like I'm reading a paper a college student BSed their way through with a whole bunch of long words and cryptic sentences in order to sound impressive. What a rip-off. I paid $70 for this and it has been the most useless book I've paid for in my research process (and I've read 16 other books thus far to help me with my venture).

The only reason I'm giving this two stars and not one star is that out of the first six chapters I've read, two of them actually made sense. One was on International Marketing and did a very good job explaining the technology limitations of other countries and the ways foreign citizens adapt to this and use technology. This is actually very helpful information and I'm going to use it. The second was on the legal and ethical aspects of using the internet. It gave an extremely concise explanation with lots of info and it was easily understandable. Unfortunately, I've read a chapter like this over and over and over again in pretty much every e-business book I've picked up so far so it's getting old.",Softwares,2009-05-03,2,negative,maybe no marketing background but desperately want learn startup but not get hardly anything text tried hard tread writing learn something useful but chapter chapter seems exact thing overly wordy rambling unnecessarily academic writing no comprehensible message behind no strategies apply business no organization make sense feels almost im reading paper college student bsed way whole bunch long words cryptic sentences order sound impressive ripoff paid useless book ive paid research process ive read books thus far help venture reason im giving two stars not one star first six chapters ive read two actually made sense one international marketing good job explaining technology limitations countries ways foreign citizens adapt technology actually helpful information im going second legal ethical aspects using internet gave extremely concise explanation lots info easily understandable unfortunately ive read chapter pretty much every ebusiness book ive picked far getting old,0.06083333333333333,negative,5.0,positive,positive
11,A3HB3SSFVVZNH0,0132147556,This was the textbook that I used for my E-Commerce course. I was able to understand it and to stay focused while I read it.,Softwares,2013-07-12,5,positive,textbook ecommerce course able understand stay focused read,0.5,positive,2.0,positive,negative
12,A1OU9LR6C03LNB,0132147556,Not worth the price. Most of the concepts are pretty superficial. The authors are also a little behind on the times.,Softwares,2013-06-23,2,negative,not worth price concepts pretty superficial authors also little behind times,-0.12187500000000001,negative,3.0,positive,negative
13,A1M4P30L5OACAI,0132147556,"This book served as the textbook for the first of a 3-course series on internet marketing for my MBA course.  While it was acceptable as a textbook - a broad survey of E-commerce for academic use - it would not be worth the considerable cost for someone who did not need it for a course.

For an academic course, the book serves as a base by providing definitions and explanations for a broad range of topics.  In my course, the book was used to introduce a number of topics that were discussed in further detail during class discussions, and it was supplemented by case studies, videos, and articles with more depth.  A non-academic reader would not have those enrichment elements available, thus would likely find the book less useful.

The book does not explain how to do anything (set up an online store, write a blog article, configure analytics, etc.).  It is a decent text for someone looking for a broad view of e-commerce with emphasis on defining terms and covering the big picture.

I do not recommend this book for anything other than a required course text.",Softwares,2013-06-17,3,positive,book served textbook first course series internet marketing mba course acceptable textbook broad survey ecommerce academic would not worth considerable cost someone not need course academic course book serves base providing definitions explanations broad range topics course book introduce number topics discussed detail class discussions supplemented case studies videos articles depth nonacademic reader would not enrichment elements available thus would likely find book less useful book not explain anything online store write blog article configure analytics etc decent text someone looking broad view ecommerce emphasis defining terms covering big picture not recommend book anything required course text,0.01916666666666666,negative,8.0,positive,negative
14,A23DD7WBLNKFTP,0132147556,"I love how this book is structurated and the fact that it contains details graphics so the newbie cannot be lost at any minute.

Also, it has a pretty amazing list of sites and webmaster tools, which makes this book ""a must"" on everybodys Internet marketers shelf :)",Softwares,2013-05-11,4,positive,love book structurated fact contains details graphics newbie not lost minute also pretty amazing list sites webmaster tools makes book must everybodys internet marketers shelf,0.45,positive,5.0,positive,positive
15,AOQWD3PX50G5X,0132147556,"Great on the delivery...doing my assignments as I write.  The shipping charge was a little pricy, but the book was in great condition (and did not smell like smoke...as other books I had purchased).  Thank you.",Softwares,2013-04-14,5,positive,great deliverydoing assignments write shipping charge little pricy but book great condition not smell smokeas books purchased thank,0.4708333333333334,positive,8.0,positive,positive
16,AY92PG46ZKQBR,0132147556,The book was delivered faster then I had been told and was in great condition. This book is a required text for my college class and is well written.,Softwares,2013-03-02,5,positive,book delivered faster told great condition book required text college class well written,0.8,positive,3.0,positive,positive
17,A35GEWDC14WGPG,0132147556,"Required to buy this book for Marketing 3721 class and we rarely used it. Even when we did, I felt the text was out dated and not very informational.",Softwares,2013-01-21,2,negative,required book marketing class rarely even felt text dated not informational,0.3,positive,0.0,negative,negative
18,A3VJPFC93LY4OS,0132147556,Didn't help me much in my course.  I didn't learn much from it.  Had to look information on web to pass my course.,Softwares,2012-05-26,1,negative,didnt help much course didnt learn much look information web pass course,0.2,positive,2.0,positive,negative
19,A1N8M648G5E2BM,0132147556,"Disappointing textbook. To start, the lack of color is dismal, but of less importance. However, from a MARKETING book, I expected it to be a little more eye-grabbing.
More importantly this book regularly cites wikipedia as a source, and I caught at least two examples of incorrect information when discussing how companies fit certain profiles. In one example it states that Kit Kat is a Nestle brand when it is produced by Hershey's. It also uses companies as examples that have long since been bought out by other companies. While neither of these two items errodes the core idea of marketing, they were just easily spotted. It makes it difficult to trust the core information when something so simple as a little research could correct these errors. Along with the wikipedia citing, I don't know that I would trust this source as 'authoritive'",Softwares,2012-05-02,1,negative,disappointing textbook start lack color dismal but less importance however marketing book expected little eyegrabbing importantly book regularly cites wikipedia source caught least two examples incorrect information discussing companies fit certain profiles one example states kit kat nestle brand produced hersheys also uses companies examples long since bought companies neither two items errodes core idea marketing easily spotted makes difficult trust core information something simple little research could correct errors along wikipedia citing dont know would trust source authoritive,-0.04600340136054421,negative,-3.0,negative,positive
20,A2CUJPF5AWEKIY,0132147556,"This book provides me many useful knowledge about E-marketing, from the most basic steps. So I really enjoy to read!",Softwares,2011-08-29,4,positive,book provides many useful knowledge emarketing basic steps really enjoy read,0.30000000000000004,positive,4.0,positive,positive
21,A38NELQT98S4H8,0321719816,"I've been using Dreamweaver (and it's predecessor Macromedia's UltraDev) for many years.  For someone who is an experienced web designer, this course is a high-level review of the CS5 version of Dreamweaver, but it doesn't go into a great enough level of detail to find it very useful.

On the other hand, this is a great tool for someone who is a relative novice at web design.  It starts off with a basic overview of HTML and continues through the concepts necessary to build a modern web site.  Someone who goes through this course should exit with enough knowledge to create something that does what you want it do do...within reason.  Don't expect to go off and build an entire e-commerce system with only this class under your belt.

It's important to note that there's a long gap from site design to actual implementation.  This course teaches you how to implement a design.  The user interface and overall user experience is a different subject that isn't covered here...it's possible to do a great implementation of an absolutely abysmal design.  I speak from experience.  :)

As I said above, if you're a novice, a relative newcomer or just an experienced web designer who wants a refresher course, this is a good way to do it.",Softwares,2010-10-20,4,positive,ive using dreamweaver predecessor macromedias ultradev many years someone experienced web designer course highlevel review cs5 version dreamweaver but doesnt go great enough level detail find useful hand great tool someone relative novice web design starts basic overview html continues concepts necessary build modern web site someone goes course exit enough knowledge create something want dowithin reason dont expect go build entire ecommerce system class belt important note theres long gap site design actual implementation course teaches implement design user interface overall user experience different subject isnt covered hereits possible great implementation absolutely abysmal design speak experience said youre novice relative newcomer experienced web designer wants refresher course good way,0.25133333333333335,positive,17.0,positive,positive
22,A3QJU4FEN8PQSZ,0321719816,"The demo is done with the PC version, with references to the Mac version when needed. The video is closed-captioned. You can set bookmarks. There are self-tests for each chapter as well.

Starts off with ""what is HTML"" and some other basic stuff. Includes topics such as: Planning your Website; Defining a site in DW; Creating a new web page; Adding Text; Formatting with CSS; Images and rich media; Links; Page layout w/ CSS; Tables; Forms; Reusable Content; Testing; etc. Each section has sub-sections with their own video, and some have sub-sub-sections to flesh out the material, such as the one regarding project management, or CSS, which includes discussion of CSS for print. It is not, however, a tutorial on ""the best way to lay out a site using CSS"" or anything like that. For that, you'll need a book or two on that subject.

She has a site that has some helpful resources, e.g. checklists for project management and site development, and helpful URLs. All in all, it's a decent introduction to creating web sites.

She sounds weird, though, like a robot (or Stephen Hawking's voicebox) with her halting, clipped delivery. She tends to be slightly chatty and repeat material, but it's not that bad; could be helpful for retention for people new to the subject.

UI - at the top of the interface, there's a ""Previous Video"" button and ""Next Video"" button. The ""Next Video"" button is disabled for the last video of each chapter, so to get to the next one you'll have to use other navigation. This is because the last item is the test. Kinda dumb UI choice, initially confusing. They could have changed it to read ""Take Test"" instead of putting up a virtual dead end. There is a sidebar which is normally hidden (you are cued that you can display it when the mouse strays into the video area), which has information on the current video and lists/links to the other videos in the chapter. The title bar (under the top-left tabs) is a dropdown to navigate the content.

There's a ""Watch and Work"" mode which shrinks the video display to let you work with your copy of DreamWeaver (not included). You can move the video window around BUT you CANNOT resize it - and it may be kind of tiny to watch in that mode. So if you have a dual monitor setup, you'll want to drag the Standard Mode video player to the other screen; Standard Mode cannot be resized to be smaller, either.

All in all, a good value if you want to learn DreamWeaver.",Softwares,2010-10-18,4,positive,demo done pc version references mac version needed video closedcaptioned bookmarks selftests chapter well starts html basic stuff includes topics planning website defining site dw creating new web page adding text formatting css images rich media links page layout w css tables forms reusable content testing etc section subsections video subsubsections flesh material one regarding project management css includes discussion css print not however tutorial best way lay site using css anything youll need book two subject site helpful resources eg checklists project management site development helpful urls decent introduction creating web sites sounds weird though robot stephen hawkings voicebox halting clipped delivery tends slightly chatty repeat material but not bad could helpful retention people new subject ui top interface theres previous video button next video button next video button disabled last video chapter get next one youll navigation last item test kinda dumb ui choice initially confusing could changed read take test instead putting virtual dead end sidebar normally hidden cued display mouse strays video area information current video listslinks videos chapter title bar topleft tabs dropdown navigate content theres watch work mode shrinks video display let work copy dreamweaver not included move video window around but not resize may kind tiny watch mode dual monitor setup youll want drag standard mode video player screen standard mode not resized smaller either good value want learn dreamweaver,0.04696969696969696,negative,6.0,positive,positive
23,ACJT8MUC0LRF0,0321719816,"If you've been wanting to learn how to create your own website, but have either lacked the confidence or knowledge, this affordable combination book and video course will enable you to learn at your own leisure.  There are more than twelve hours of video training included in this package, most of it split up in the small, absorbable sections.  This courseware is ""Certified Associate,"" approved courseware.  Dreamweaver is the premier product for website creation.  It offers several new advantages/features for the user.  It has improved dynamic applications, new CSS features that offer more control over your design, you can turn individual CSS properties on and off (you can see how they affect your designs), and you can fuse box model elements to troubleshoot directly within Dreamweaver.  If you are confident this DVD/book bundle is for you, you can simply bypass this review or read some shorter versions (this is a very long review).  If not, keep on reading.

With this software you'll learn a lot of basics, however, if you are already a web designer or have a lot of experience, you may find a lot of the material to be redundant.  On the other hand, if you are anxious to learn web design, this is the perfect place to start.  Taking a course can cost you a lot of $, but this course is quite affordable ... if you decide it is not for you, then you can hand it along to someone else.  You'll be getting more than twelve hours of video training from ""Adobe Certified Instructors"", a reference book, lesson files, and you can copy certain files to your iPhone, iPod, or iPad.

For the hearing impaired the script to the dialogue runs along the bottom as the narrator speaks. You can stop the video at any time to get a closer look at what is being done and/or absorb the material.  At the end of each section is a ""test"" to enable you to know just how you are progressing on each section.

If you are in a bookstore you can easily pick up a copy and glance at the book, but you cannot see what is on the DVD.  I'll try to describe what is on the DVD to the buyer can get a good understanding of what is on there and can decide if Adobe Dreamweaver CS5 is what they need. I've simply listed the few words under the contents and have tried to briefly explain what you'll be learning on the videos.

CONTENTS:

1) HTML Refresher - This is an excellent section for someone who already knows HTML, but could use a refresher in the form of a ""crash course.""  You'll find a URL overview, an HTML intro (tags, how some browsers read tags differently, and what Dreamweaver ""does behind the scenes).

2) Dreamweaver Introduction - You'll finally be able to learn what WYSIWYG is, you'll be introduced to Dreamweaver Design, Code, and split screens, and the welcome screen.  You'll learn about the Dreamweaver interface, the Workplace Switcher (the software's workplaces, arranging and saving your workspace), how to customize your workspace, setting up our preferences, an dhow to customize the insert bar.

3) Getting a Quick Start - You'll learn about several starter layouts you can customize with CSS, how to build a starter layout page, how to create and set up the header area on a homepage, how to add a navigation bar (shows how to customize with CSS), how to use CSS to format your main content, you'll learn how to add links using CSS formatting, how to modify HTML tags and background color using CSS, and how to add a page border.

4) Planning Your Website - You'll learn about project management (five videos), site development (two videos), and how to test your site (two videos).  You can opt to play all the videos in each section consecutively.

5) Defining a Site in Dreamweaver - You'll learn about defining a site, what the benefits there are to defining, the course setup (copying & storing the files you'll need for your website), defining a site in Dreamweaver, and how to use the files panel.

6) Creating a New Web Page - You'll learn how to create a web page by using the Welcome Screen, how to save a web page (considerations needed when naming a page), how to assign a proper title to a web page, and you'll learn what meta tags do and why they are important.

7) Adding the Tex Content - You'll learn three ways to add text to your webpage (typing, copying/pasting or importing), how to set up headings, how to create lists for web pages (unordered, ordered, and definition), several ways of highlighting text, and how to insert special characters.

8) Formatting Text with CSS - You'll receive an overview of text formatting options with CSS, you'll learn where you can manage and store the styles for you site, how to ""create a .CSS file and link your web pages to it,"" create styles for HTML tags, create class styles, edit styles, you'll learn how to add font styles (custom font stack), you'll learn about styles created by page properties, CSS styles for printing, and how to use the code navigator.

9) Images and Rich Media - You'll learn how to pick the right web image, how to choose the file format for your project, the importance of inserting alternate text, inserting images, understanding and creating file paths, you'll learn how to use the assets panel, how to modify images, you'll learn how to work with Photoshop Smart Objects, use Flash Files to enrich your site, use Flash Video (FLV), and will learn how to optimize the use of your favorites panel.

10) Creating Links - You'll learn where you can insert hyperlinks, the different kinds of links you can create, how you can link to an Internet resource, how you can create a ""local lin"" for a document within a single site, how to link to a Word or Microsoft Excel file, how to create an anchor link, how to create an email lin (with the recipients address pre-filled), you'll learn about images and image mapping (clickable hotspots), how to create rollover images, and how to insert a navigation bar (Fireworks).

11) Page Layout with CSS - You'll learn background information about CSS, how to master the mechanics of CSS page layout, how to understand the box model, how to insert a div tag, how to add different styles to your div tags so CSS can control you page content, you'll learn how to edit CSS style for a div tag, how to insert a div tag (increase your efficiency), options for using div tags, fine tuning your page with different styles, customize your links (make your site attractive and consistent), center your page content, use AP elements, use inspection tools to edit and troubleshoot, you'll learn about the four types of positioning with CSS, and you'll learn how to use CSS selector types and tools.

12) Tables - You'll learn how easy it is to create a table, options you can use to modify a table, use CSS for formatting tables (match text to the rest of your website), importing tabular data, merging and splitting table cells, working on rows and columns, and table alignment (border background colors, centering).

13) Forms - You'll learn how create a basic for, how to use text fields (common HTML elements), ensure ""user input gets back to you,"" form validation (checkboxes, submit buttons), how to validate forms, and use Spry for from validation (implement Ajax).

14) Reusable Content - You'll learn about templates and library items, how to use the library, modify a library item (keeping your pages contemporary), converting HTML to a template, creating additional pages based on your template, controlling and working with ""editable"" regions, template application, and you'll learn how to detach a page from a template.

15) Testing - You'll learn how to use the spell-checker, search for a fix broken links, how you can preview your work, how to check browser compatibility, dealing with browser issues, how to allow users to test your site and offer valuable feedback, learn about page loading time an dfile size, and Dreamweaver extensions.

16) Publishing and Maintenance - You'll learn how to manage you files, set up your web server to upload and download files directly to the site from Dreamweaver, learn how to expand files, incontext editing (allows non-technical users to edit the web page), Subversion control and integration features.

You'll also be treated to four bonus videos.  This was a long review, but hopefully anyone looking for core training in web communication will now know exactly what they will receive when they purchase this program.",Softwares,2010-10-16,5,positive,youve wanting learn create website but either lacked confidence knowledge affordable combination book video course enable learn leisure twelve hours video training included package split small absorbable sections courseware certified associate approved courseware dreamweaver premier website creation offers several new advantagesfeatures user improved dynamic applications new css features offer control design turn individual css properties see affect designs fuse model elements troubleshoot directly within dreamweaver confident dvdbook bundle simply bypass review read shorter versions long review not keep reading software youll learn lot basics however already web designer lot experience may find lot material redundant hand anxious learn web design perfect place start taking course cost lot but course quite affordable decide not hand along someone else youll getting twelve hours video training adobe certified instructors reference book lesson files copy certain files iphone ipod ipad hearing impaired script dialogue runs along bottom narrator speaks stop video time get closer look done andor absorb material end section test enable know progressing section bookstore easily pick copy glance book but not see dvd ill try describe dvd buyer get good understanding decide adobe dreamweaver cs5 need ive simply listed words contents tried briefly explain youll learning videos contents html refresher excellent section someone already knows html but could refresher form crash course youll find url overview html intro tags browsers read tags differently dreamweaver behind scenes dreamweaver introduction youll finally able learn wysiwyg youll introduced dreamweaver design code split screens welcome screen youll learn dreamweaver interface workplace switcher softwares workplaces arranging saving workspace customize workspace setting preferences dhow customize insert bar getting quick start youll learn several starter layouts customize css build starter layout page create header area homepage add navigation bar shows customize css css format main content youll learn add links using css formatting modify html tags background color using css add page border planning website youll learn project management five videos site development two videos test site two videos opt play videos section consecutively defining site dreamweaver youll learn defining site benefits defining course setup copying storing files youll need website defining site dreamweaver files panel creating new web page youll learn create web page using welcome screen save web page considerations needed naming page assign proper title web page youll learn meta tags important adding tex content youll learn three ways add text webpage typing copyingpasting importing headings create lists web pages unordered ordered definition several ways highlighting text insert special characters formatting text css youll receive overview text formatting options css youll learn manage store styles site create css file link web pages create styles html tags create class styles edit styles youll learn add font styles custom font stack youll learn styles created page properties css styles printing code navigator images rich media youll learn pick right web image choose file format project importance inserting alternate text inserting images understanding creating file paths youll learn assets panel modify images youll learn work photoshop smart objects flash files enrich site flash video flv learn optimize favorites panel creating links youll learn insert hyperlinks different kinds links create link internet resource create local lin document within single site link word microsoft excel file create anchor link create email lin recipients address prefilled youll learn images image mapping clickable hotspots create rollover images insert navigation bar fireworks page layout css youll learn background information css master mechanics css page layout understand model insert div tag add different styles div tags css control page content youll learn edit css style div tag insert div tag increase efficiency options using div tags fine tuning page different styles customize links make site attractive consistent center page content ap elements inspection tools edit troubleshoot youll learn four types positioning css youll learn css selector types tools tables youll learn easy create table options modify table css formatting tables match text rest website importing tabular data merging splitting table cells working rows columns table alignment border background colors centering forms youll learn create basic text fields common html elements ensure user input gets back form validation checkboxes submit buttons validate forms spry validation implement ajax reusable content youll learn templates library items library modify library item keeping pages contemporary converting html template creating additional pages based template controlling working editable regions template application youll learn detach page template testing youll learn spellchecker search fix broken links preview work check browser compatibility dealing browser issues allow users test site offer valuable feedback learn page loading time dfile size dreamweaver extensions publishing maintenance youll learn manage files web server upload download files directly site dreamweaver learn expand files incontext editing allows nontechnical users edit web page subversion control integration features youll also treated four bonus videos long review but hopefully anyone looking core training web communication know exactly receive purchase program,0.1523944805194805,positive,43.0,positive,positive
24,A2RQ0AT4XZUIXL,0321719816,"I've been working with Dreamweaver for a few years now - learning as I go. When I got a chance to request these videos, I thought I'd get a chance to learn Dreamweaver, finally, to maximize its capabilities. And I was totally blown away.

The videos are superb. The female voiceover is pleasant and very straightforward; there's no attempt at humor and no attempt to replicate a classroom course. The program uses live action sequences to walk us through specific examples, step by step. I was amazed at how many Dreamweaver features I haven't used, just because I didn't even notice they were there.

I am not a web designer but I do know HTML and some CSS. If you don't, I'm not sure the opening video will be enough. It's not like Wordpress where you just dive in.

The only negative comment I can offer is that the DVD was really hard to dig out of the box! Grab some scissors before getting started.",Softwares,2010-10-14,5,positive,ive working dreamweaver years learning go got chance request videos thought id get chance learn dreamweaver finally maximize capabilities totally blown away videos superb female voiceover pleasant straightforward theres no attempt humor no attempt replicate classroom course program uses live action sequences walk us specific examples step step amazed many dreamweaver features havent didnt even notice not web designer but know html css dont im not sure opening video enough not wordpress dive negative comment offer dvd really hard dig grab scissors getting started,0.1430735930735931,positive,12.0,positive,positive
25,AYUF7YETYOLNX,0321719816,"I've been creating websites with Dreamweaver for years now, and all that experience has taught me one thing - I'm a hack web designer.  Recently I have been trying to learn industry CSS standards and had heard that Dreamweaver has made great advances in CSS management in CS4 and CS5. I'm embarrassed to say what version I am using.

When I got a chance to get a reviewer copy of this training set I jumped for two reasons, first I was mulling over spending the money to upgrade to DW CS5 and I second I have always that I was missing out on a lot of DW's capabilities.  It's now obvious that I should upgrade for the CSS management upgrades alone.

As for the value of the training - I couldn't be happier.  This is not an advanced tips and tricks resource, nor is it an exhaustive boot camp in web page authoring, but it is a fairly thorough training taking you from site planning and design to creation and publishing.  I watched the videos from beginning to end and they start pretty basic with an HTML refresher then move to the meatier DW specific training.  I can see myself returning to several sections later to brush up.

Personally, the CSS, Media, and Forms training videos were enough to justify the price tag.  The training lessons were short and easily digestible.  I liked that it broke training into 3-10 minutes so I had some time to do a little more in-depth googling on subjects like text wrapping on absolute positioned CSS objects (which it won't.) or checking my version of DW.

  What this is
  - An Adobe Certification Training Aid - so it starts from a very low level introduction and  goes through the entire DW web creation process
  - A wonderfully designed interface
  - A great overview of using DW

What it isn't
  - A substitute for spending the time working with DW (but it will jump start a novice)
  - An expert tips and tricks reference

All in all, I highly recommend this to anyone trying to learn DW or even web design in general. The CSS placement section has been the most enlightening coverage of the topic I have been able to find.  The author's delivery on the videos is great and the interface is the best, most intuitive I have seen. The only bad thing I can say is that the closed captioning is defaulted on, so at times it covered the bottom of the properties table at the bottom of the screen. So sometimes I had to close it to see things the author was pointing out.  But all in all, this is an absolutely wonderful product.",Softwares,2010-10-12,5,positive,ive creating websites dreamweaver years experience taught one thing im hack web designer recently trying learn industry css standards heard dreamweaver made great advances css management cs4 cs5 im embarrassed say version using got chance get reviewer copy training jumped two reasons first mulling spending money upgrade dw cs5 second always missing lot dws capabilities obvious upgrade css management upgrades alone value training couldnt happier not advanced tips tricks resource exhaustive boot camp web page authoring but fairly thorough training taking site planning design creation publishing watched videos beginning end start pretty basic html refresher move meatier dw specific training see returning several sections later brush personally css media forms training videos enough justify price tag training lessons short easily digestible liked broke training minutes time little indepth googling subjects text wrapping absolute positioned css objects wont checking version dw adobe certification training aid starts low level introduction goes entire dw web creation process wonderfully designed interface great overview using dw isnt substitute spending time working dw but jump start novice expert tips tricks reference highly recommend anyone trying learn dw even web design general css placement section enlightening coverage topic able find authors delivery videos great interface best intuitive seen bad thing say closed captioning defaulted times covered bottom properties table bottom screen sometimes close see things author pointing but absolutely wonderful,0.22593434343434343,positive,21.0,positive,positive
26,A31ICLWQ9CSHRS,0321719816,"I decided (after trying a number of other products) to switch to the gold standard of web site management, Dreamweaver. I bought a few books, did some Lynda courses and still found myself wanting more. This was the perfect product for that ""more"".

I think some reviewers are confused about both Dreamweaver and this product - these aren't for ""design"". If you don't already know what you want to do, picking up Dreamweaver is not going to help! The product being reviewed here is how to use Dreamweaver - not how to design for the web. Both expect you already have the design part.

I used a pure HTML editor, which for beginners is the best way to go. You'll learn HTML and CSS along with exactly how your code changes your page. DW is more for time savings and automation. That said, it's also massively complex with a steep learning curve. And that's where Learn Adobe Dreamweaver comes in. It very clearly takes you through learning DW so that you can get on with designing web pages.

Excellent addition to my library and excellent companion to Dreamweaver itself. The only other thing you might need is one of the large reference books on DW to refer back to if you have questions.",Softwares,2010-10-07,5,positive,decided trying number products switch gold standard web site management dreamweaver bought books lynda courses still found wanting perfect think reviewers confused dreamweaver arent design dont already know want picking dreamweaver not going help reviewed dreamweaver not design web expect already design part pure html editor beginners best way go youll learn html css along exactly code changes page dw time savings automation said also massively complex steep learning curve thats learn adobe dreamweaver comes clearly takes learning dw get designing web pages excellent addition library excellent companion dreamweaver thing might need one large reference books dw refer back questions,0.33988095238095234,positive,18.0,positive,positive
27,A2BVNVJOFXGZUB,0321719816,"The video is well-paced and delivered in an understandable manner.  It allows you to work with the software while watching and following the directions of instructor Candyce Mairs.  To me, the book is more of a reference guide, something I would access with a specific need or question, because overall I learn better by seeing and doing than by reading.  The video starts with the basics and builds logically.  This is everything you want in a teaching video/book!",Softwares,2010-09-26,5,positive,video wellpaced delivered understandable manner allows work software watching following directions instructor candyce mairs book reference guide something would access specific need question overall learn better seeing reading video starts basics builds logically everything want teaching videobook,0.15,positive,3.0,positive,positive
