,reviewerID,asin,reviewText,Category,unixReviewTime,overall,sentiment,Clean_Reviews,textblob_polarity,textblob_sentiment,afin_polarity,afin_sentiment,vader_sentiment
10,A2TQST4IPVA0EC,B00002243Z,"I seem to use jumper cables at least several time every year; usually on someone else's car. I've &#34;rescued&#34; a few strangers in parking lots because I keep cables in my cars. The 20' length is a safety feature; you shouldn't have to lay these cables across an engine bay to reach a battery. Aluminum wire? Well, these are consumer grade. They'll get the job done at reasonable cost.",Auto,2013-10-14,4,positive,seem jumper cables least several time every year usually someone elses car ive rescued strangers parking lots keep cables cars length safety feature shouldnt lay cables across engine bay reach battery aluminum wire well consumer grade theyll get job done reasonable cost,-0.08750000000000001,negative,4.0,positive,positive
11,A3MQAQT8C6D1I7,B00002243Z,"All other jumper cables are not real jumper cables.  THESE are jumper cables.  Let me explain.When you're in a bind on some dark night in some parking lot somewhere and your battery is dead, you need to get out of there pronto.In times like that, it's much easier to get a jump if YOU own a set of jumper cables.  It's double good if those jumper cables are long so that they can easily reach the battery of a good samaritan.  Now, according to electrical theory in order for DC current to flow across long distances, you need thicker cable.That's where these cables come in, they're long at 25' and thick at 2gauge.That's what these cables provide, maximum length at near maximum gauge cable.  And yes, your jumper cables SHOULD cost close to as much as your spare tire because that's what you need --- just look up the cost of copper on the market (that stuff is expensive).Yes, you can buy a $17 set of 10 foot, 18 gauge cables out there but if they can't reach between cars or if they can't carry enough power to start your car, you might as well have been lugging a brick in your trunk all those years and you might as well have enjoyed a good lunch with the $17 for all the false confidence it gave you.  I'm serious, buy an extension cord for $5 and you get as much jumping potential as many of the so called 'jumper' cables on the market --- there should be laws against marketing products that cannot jump start a car.  Worse, having no cables or less-than-worthless cables means that a criminal might reach you before you can get a jump and make your getaway.At the end of the day, you want a 25' or 20' cable, so you better be looking at 2gauge or 4 gauge cable - no compromises there.  You can go to 6gauge if you're working your way down to 16' cables.  But, the reality is that you always need a few extra feet when trying to jump start someone's car parked in some tight parking space --- so you're back to the 25' and 2 gauge.Pros- I know I can jump start a Semi with these (more importantly, I can get a jump from a Semi - Truck drivers are the good guys btw)- Extra long at 25'- Parrot clamp are strong, but an average guy can open them with one hand- Copper inserts in the parrot clamps is nice- Clamps are rated at 500amps- they're friggin heavy at near 14lbs, yes that's a pro!  that means there's 14 POUNDS of Copper in there and that's what allows the current to flow as freely as the Amazon river (no pun intended). It's huge.Cons- I do have an issue that the copper cable is not attached to the copper inserts in the clamps, it screws into the metal clamp rather than into the copper insert.  I don't know if that's a mistake or not.  I'm thinking about doing a bit of retrofitting.  I'm sure it's more than enough the way it is.Overall, these are as close an approximation to the kind of jumper cables that my dad had when I was growing up.  He custom made his -- he's old school.Anyway, if you're going to carry jumper cables, and you should --- don't muck around -- spend the dough, get these --- they'll last a lifetime and will not let you down.Advice, after you get a jump don't waste time rolling these things up in some dark parking lot -- just toss the heavy mangled mess into your trunk and get home.  There's always time the next day to roll these monsters back up and get them ready for the next wild adventure you might have.",Auto,2010-10-22,5,positive,jumper cables not real jumper cables jumper cables let explainwhen youre bind dark night parking lot somewhere battery dead need get prontoin times much easier get jump jumper cables double good jumper cables long easily reach battery good samaritan according electrical theory order dc current flow across long distances need thicker cablethats cables come theyre long thick 2gaugethats cables provide maximum length near maximum gauge cable yes jumper cables cost close much spare tire thats need look cost copper market stuff expensiveyes foot gauge cables but cant reach cars cant carry enough power start car might well lugging brick trunk years might well enjoyed good lunch false confidence gave im serious extension cord get much jumping potential many called jumper cables market laws marketing products not jump start car worse no cables lessthanworthless cables means criminal might reach get jump make getawayat end day want cable better looking 2gauge gauge cable no compromises go 6gauge youre working way cables but reality always need extra feet trying jump start someones car parked tight parking space youre back gaugepros know jump start semi importantly get jump semi truck drivers good guys btw extra long parrot clamp strong but average guy open one hand copper inserts parrot clamps nice clamps rated 500amps theyre friggin heavy near 14lbs yes thats pro means theres pounds copper thats allows current flow freely river no pun intended hugecons issue copper cable not attached copper inserts clamps screws metal clamp rather copper insert dont know thats mistake not im thinking bit retrofitting im sure enough way isoverall close approximation kind jumper cables dad growing custom made hes old schoolanyway youre going carry jumper cables dont muck around spend dough get theyll last lifetime not let downadvice get jump dont waste time rolling things dark parking lot toss heavy mangled mess trunk get home theres always time next day roll monsters back get ready next wild adventure might,0.09326839826839824,negative,16.0,positive,positive
12,A1C6RZG7XQZBUZ,B00002243Z,I'm one of those guys who stops and helps people when they need it.  While not a pro recovery guy I use my cables more than the average person.  These fit the bill just right. Strong clamps with a long cable that stays pliable in the cold.,Auto,2013-12-27,5,positive,im one guys stops helps people need not pro recovery guy cables average person fit bill right strong clamps long cable stays pliable cold,0.05317460317460315,negative,4.0,positive,positive
13,A3GT2EWQSO45ZG,B00002243Z,"So these aren't the best cables you can buy.  For that you'll have to go to an electrical or welding supply company and you will PAY!  Probably between 3 and 5 times what these cost!  So unless you plan to start a towing service and need cables that will see daily use, I'd say these are gonna work for you.(Update: After compairing them to the 4ga cables I bought a month or so back for my car, they don't really seem that much thicker...  That's said they are MUCH heavier!  The individual stranding is of a thicker gauge than the other model so I'm guessing that's why the thickness isn't much more...)What I like:--Length - I bought these for a half-ton pickup.  Why?  Because it never fails that your battery will fail to start your engine when your parked in a packed lot with cars on all sides.  Rather than pushing a 3 ton vehicle out you pull the booster vehicle in as close as you can and let the length work for you.--Heft - these cables are no joke.  It's a workhorse grade cable that lets plenty of energy flow.  When trying to start a 5.7L V8, that's kinda important.--Solid Clamps - Unlike some of the other reviews, I don't have a problem opening my parrot clamps with one hand.  But their hardly weak, they'll clamp solid and stay put!(Update: If you really need 2ga booster cables and your skeptical of these, Deka makes a set of 2ga cables for around $150.  I have no personal experence with them but I have a little with the Deka name and they seem pretty good.)What I don't like:--Stiffness - They're not as flexible as I was hoping.  But about as flexible as I expected.  True welding cable in 2ga is about $3 per foot and per cable.  That's why the best jumper cables cost $200+.  Still I was hoping for a little thinner stranding to promote flexibilty.--Cable to Clamp - Like other reviews have mentioned the cable doesn't go all the way to a copper contact connected to the jaws.  Instead.  It's screwed to the body of the clamp then the copper jaws are also screwed to the body.  Still fine I'm sure.So why buy these cables aren't they overkill?  I've had this argument with people before: ""My 6ga cheapies start my truck fine.""  Well I will attempt to addess this.  As the number in terms of gauge decreases the ammount of conductor increases.  In other words 2ga has more (perhaps 50-100% more) conductor than 4ga.  This doesn't automatically equate to twice as much power but it does certainly allow more power to flow safely.  For those that aren't aware (and I'm not an electrical engineer here), resistance is the enemy of all electrical circuts.  Resistance translates to heat in the same way that friction does when two physical surfaces rub together.  Five basic factors contribute to resistance in a give curcuit and determine the appropriate line size.  Ambient temperature, conductor, line distance, voltage, and amperage.  Ambient temp we have no control over.  Hot is bad so just assume the worst.  This means bigger cable to overcome the additon resistance heat is producing.  Conductor of these is copper so that's good.  You want pure or at least a high purity mix of copper in this type of conductor.  Distance and voltage.  One of these cable's strengths also happens to be a weakness.  Total run length for this circut is 50'.  Pretty long for a low voltage system like 12VDC.  The higher the voltage, the longer it can run on a given gauge wire without encountering too much voltage drop.  12VDC drops voltage on a circuit in a realatively short distance.  So heaiver gauge lines are needed to prevent this.  Amperage is also a big consideration.  The more amps a load pulls the more resistance the circut will generate.  Basically on a small wire, a large load will generate a lot of heat and one of two things will happen. 1) the wire will melt and/or catch on fire.  2) The load your trying to power won't work.  And make no mistake, starting even a small engine takes a LOT of energy!  So bringing it all together.  Large load, low voltage (that we don't want to make in lower), and a long distance run means that you wan the heaviest cables you can find.  Addressing the orignal question and statment.  6' 6ga cables might start your small-block fine.  But if you want or need the extra length, you need to consider heavy gauge cables.  That said I've personally seen light duty cables melt and smoke from starting an engine too big for them.Are these right for you?  So these will run you close to $100 shipped...do you actaully need them?  I own both these and the Coleman 4ga 25' booster cables.  Having no offical training and with no real sizing charts on the packaging I would say this.  The 4ga will do you fine at the 25' length for engines up to 5-liters or so (and honestly probably up to about 6L as well.)  Anything bigger than that and you should be considering these or something even better.Also protect your investment.  Buy a cable bag for them to keep them neat and protected.  Also keep the twist ties that came with them to keep them organized inside your bag.  I have the Arsenal #5888 cable organizer and it works great for this.  Remember too to clean and inspect your cables after each use to prolong their life and keep you safe.",Auto,2010-12-22,4,positive,arent best cables youll go electrical welding supply company pay probably times cost unless plan start towing service need cables see daily id say gon na work youupdate compairing 4ga cables bought month back car dont really seem much thicker thats said much heavier individual stranding thicker gauge model im guessing thats thickness isnt much morewhat likelength bought halfton pickup never fails battery fail start engine parked packed lot cars sides rather pushing ton vehicle pull booster vehicle close let length work youheft cables no joke workhorse grade cable lets plenty energy flow trying start 7l v8 thats kinda importantsolid clamps unlike reviews dont problem opening parrot clamps one hand but hardly weak theyll clamp solid stay putupdate really need 2ga booster cables skeptical deka makes 2ga cables around no personal experence but little deka name seem pretty goodwhat dont likestiffness theyre not flexible hoping but flexible expected true welding cable 2ga per foot per cable thats best jumper cables cost still hoping little thinner stranding promote flexibiltycable clamp reviews mentioned cable doesnt go way copper contact connected jaws instead screwed body clamp copper jaws also screwed body still fine im sureso cables arent overkill ive argument people 6ga cheapies start truck fine well attempt addess number terms gauge decreases ammount conductor increases words 2ga perhaps conductor 4ga doesnt automatically equate twice much power but certainly allow power flow safely arent aware im not electrical engineer resistance enemy electrical circuts resistance translates heat way friction two physical surfaces rub together five basic factors contribute resistance give curcuit determine appropriate line size ambient temperature conductor line distance voltage amperage ambient temp no control hot bad assume worst means bigger cable overcome additon resistance heat producing conductor copper thats good want pure least high purity mix copper type conductor distance voltage one cables strengths also happens weakness total run length circut pretty long low voltage system 12vdc higher voltage longer run given gauge wire without encountering much voltage drop 12vdc drops voltage circuit realatively short distance heaiver gauge lines needed prevent amperage also big consideration amps load pulls resistance circut generate basically small wire large load generate lot heat one two things happen wire melt andor catch fire load trying power wont work make no mistake starting even small engine takes lot energy bringing together large load low voltage dont want make lower long distance run means wan heaviest cables find addressing orignal question statment 6ga cables might start smallblock fine but want need extra length need consider heavy gauge cables said ive personally seen light duty cables melt smoke starting engine big themare right run close shippeddo actaully need coleman 4ga booster cables no offical training no real sizing charts packaging would say 4ga fine length engines liters honestly probably 6l well anything bigger considering something even betteralso protect investment cable bag keep neat protected also keep twist ties came keep organized inside bag arsenal cable organizer works great remember clean inspect cables prolong life keep safe,0.11066942719116635,positive,13.0,positive,positive
14,A3I23XW4L5ITOG,B00002243Z,It is hard to find pure copper cabled jumper cables.  The add for these gave me the confidence that I was getting just that.  After arrival I noticed the plated copped aluminum wire :(.  Not a deal breaker as they are well built and will most likely do what I request of them.,Auto,2013-09-08,4,positive,hard find pure copper cabled jumper cables add gave confidence getting arrival noticed plated copped aluminum wire not deal breaker well built likely request,-0.025793650793650803,negative,2.0,positive,negative
15,A30ASPRK2VP8QC,B00002243Z,"These are an insurance policy for my Land Rover.  An ounce of prevention is worth a pound of cure.  These are heavy weight and appear to be solidly built.  As I haven't used them, it's difficult to talk about function.  That being said, I'm happy enough with the construction to give them a solid 4.  You get what you pay for, and this is certainly worth it.",Auto,2013-01-17,4,positive,insurance policy land rover ounce prevention worth pound cure heavy weight appear solidly built havent difficult talk function said im happy enough construction give solid get pay certainly worth,0.0875,negative,7.0,positive,positive
16,A1KKOA3FP2DMBW,B00008BKX5,This product serves its purpose. I use it for hauling canoes to and from our cabing. If I would have had time I could have made this myself for about $30. It is very sloppy if you don't secure it with ratchet straps on each side back to the truck. Works good though if only going short distances and moderate speeds.,Auto,2013-11-15,3,positive,serves purpose hauling canoes cabing would time could made sloppy dont secure ratchet straps side back truck works good though going short distances moderate speeds,0.11388888888888889,positive,3.0,positive,negative
17,A3L1VJMHFWONCB,B00008BKX5,"Hitch extender is good for Kayak transport and allows me to secure slippery kayaks to bed, with minimal effort. There are rings on Tee, allow straps and Bunge Cords to effortlessly secure boats to bed.  After securing Kayaks in place with Rope and cords, this method of support and tiedown of ends of Kayaks just makes sense.  Good product, Well made and painted with good coating for corrosion resistance.  Stores easily or hangs from hooks on Garage wall, though it is somewhat weighty.  Yo lil' mamma will struggle to move it, but that's why you have one! Also mounts to support cab level or bed rack level loads like ladders. The ladies will like it's slender frame. You yakkers with hitches, should get you one!",Auto,2010-09-06,4,positive,hitch extender good kayak transport allows secure slippery kayaks bed minimal effort rings tee allow straps bunge cords effortlessly secure boats bed securing kayaks place rope cords method support tiedown ends kayaks makes sense good well made painted good coating corrosion resistance stores easily hangs hooks garage wall though somewhat weighty yo lil mamma struggle move but thats one also mounts support cab level bed rack level loads ladders ladies slender frame yakkers hitches get one,0.46190476190476193,positive,18.0,positive,positive
18,A3IHX99Z9OK2Y9,B00008BKX5,"Package arrived a bit ragged but it was all there, easy to install, takes less than 5 minutes, works as described. We used it on my F150 crew cab truck to haul my wife's paddle board. Would suggest to anyone looking for a product like this.",Auto,2012-07-09,5,positive,package bit ragged but easy install takes less minutes works described f150 crew cab truck haul wifes paddle board would suggest anyone looking,0.13333333333333336,positive,1.0,positive,positive
19,AT5F1MKA8C2IZ,B00008BKX5,This was exactly what I needed for transporting my fishing kayak in the bed of my F-150. Easy to assemble and works great!,Auto,2012-09-25,5,positive,exactly needed transporting fishing kayak bed f easy assemble works great,0.49444444444444446,positive,4.0,positive,positive
20,A4YV49T8Y0X94,B00008BKX5,"I bought these to haul my two kayaks.  Works great.  I would have given 5 stars, but it does not come with any reflectors or padding material.  Also, the flag it comes with was missing my first order, Amazon sent me a new one, but the flag is real cheap...just a piece of red thin plastic.",Auto,2012-07-16,4,positive,bought haul two kayaks works great would given stars but not come reflectors padding material also flag comes missing first order sent new one but flag real cheapjust piece red thin plastic,0.11233766233766236,positive,1.0,positive,negative
21,A204K1OFE8OB9Y,B00008BKX5,I have owned trucks for many years and gotten by with long lumber though not without some problems from time to time. I originally bought this for use with my kayaks which are 14' long to carry them in the back of the truck with its 6.5' bed. Instead I have been using this extender at least 3 times a month to transport long items.The two pieces fit one inside the other and the overall length is short enough that I can store it behind the seat of the truck until needed. The tubing is heavy enough gauge to support the rated load with no flexing. The two pins needed to attach it to a hitch receiver and to connect the two pieces are provided. The cross bar as multiple holes so I could adjust it for the height of the bed of my truck.There are end loops to use to tie a load and secure it to the bar. The center post also works well as an attachment point for lumber and pipe.I saw similar racks selling for more than twice as much that provided often less strength and no more versatility than this one. Usually after I have tried something like this I see things that I would improve in the design but not so with this bed extender.,Auto,2012-01-24,5,positive,owned trucks many years gotten long lumber though not without problems time time originally bought kayaks long carry back truck bed instead using extender least times month transport long itemsthe two pieces fit one inside overall length short enough store behind seat truck needed tubing heavy enough gauge support rated load no flexing two pins needed attach hitch receiver connect two pieces provided cross bar multiple holes could adjust height bed truckthere end loops tie load secure bar center post also works well attachment point lumber pipei saw similar racks selling twice much provided often less strength no versatility one usually tried something see things would improve design but not bed extender,0.01401515151515152,negative,5.0,positive,positive
22,A36HBGDEFPWD0U,B00008RW9U,"This is a must for anybody who wants to keep their car clean between washes. My car sits outside, in parking garages, and old sheds. All of them seem to dump tons of dust on my poor car. This model comes with the wood handle. Others out there have a cheap plastic one. Read the directions on the cover. You're suppose to let it air out after shipping. It has something to do with the wax on the brush. It also will tell you not to worry about it getting dirty. In fact its suppose to work better as it gets dirtier. The duster will work even better if you put a sealant and/or wax on your car. You'll find that you can pull a lot more material off your car. The duster will easily remove pollen, dust, and any other light coating of material. It will remove the dust from hard water and rain deposits, but you'll still see the marks if you look carefully. Buy this product. You're call will thank you!",Auto,2011-06-05,5,positive,must anybody wants keep car clean washes car sits outside parking garages old sheds seem dump tons dust poor car model comes wood handle others cheap plastic one read directions cover youre suppose let air shipping something wax brush also tell not worry getting dirty fact suppose work better gets dirtier duster work even better put sealant andor wax car youll find pull lot material car duster easily remove pollen dust light coating material remove dust hard water rain deposits but youll still see marks look carefully youre call thank,0.116025641025641,positive,-1.0,negative,positive
23,A2FJKITDY5UUHJ,B00008RW9U,"this product does what it is supposed to do, but, I am not real happy with the quality of construction.",Auto,2009-05-07,3,positive,supposed but not real happy quality construction,-0.26666666666666666,negative,5.0,positive,negative
24,A3LYC4BXRDE5RZ,B00008RW9U,I would not buy this product again. It does what it should but If I had to do it again I would just stick with detaling microfiber towels from Viking/Cobra.,Auto,2009-07-21,2,negative,would not but would stick detaling microfiber towels vikingcobra,0.0,negative,0.0,negative,negative
25,AEL6CQNQXONBX,B00008RW9U,I own the Original California Car Duster and it works very well.  It is great for touch up cleaning in between car washes.  It is true what they say about the more you use it the better it cleans.  If you use it a lot it will start to turn black but it will start cleaning better than ever.  It is great to wipe light dirt and dust off your car and makes it look like you just waxed your car.  If you take care of it then it should last for many years.,Auto,2009-01-02,5,positive,original california car duster works well great touch cleaning car washes true say better cleans lot start turn black but start cleaning better ever great wipe light dirt dust car makes look waxed car take care last many years,0.4058333333333334,positive,12.0,positive,positive
26,A3APEIJOQXE142,B00008RW9U,"Like most car detail enthusiasts, I never liked to see 3 hours of detailing work destroyed in a couple of days of driving and parking. With this brush, my detail jobs last longer. The brush is gentle on the clear coat but it does sweep the dust away, leaving water and and bird droppings behind.For best results, I recommend that you clay clean the car with a good car clay and wax it with S100 car wax every few months. Then using this brush, you can maintain your car in show room condition for a long time without having to wash it.",Auto,2009-07-23,5,positive,car detail enthusiasts never liked see hours detailing work destroyed couple days driving parking brush detail jobs last longer brush gentle clear coat but sweep dust away leaving water bird droppings behindfor best results recommend clay clean car good car clay wax s100 car wax every months using brush maintain car show room condition long time without wash,0.2520833333333333,positive,10.0,positive,positive
27,A24EQC4LXYPT4E,B00008RW9U,Takes the dust off my car without leaving any streaking that some report with other brands. Just don't press real hard.,Auto,2014-05-16,5,positive,takes dust car without leaving streaking report brands dont press real hard,-0.4375,negative,-1.0,negative,negative
