,reviewerID,asin,reviewText,Category,unixReviewTime,overall,sentiment,Clean_Reviews,textblob_polarity,textblob_sentiment,afin_polarity,afin_sentiment,vader_sentiment
37,A38GVPHBWCYKBT,B00005N7Q1,It's a great guide of home improvement projects.  I like the detailed information and the variety of projects offered.  One thing I don't like is all the advertisements.  My last issue had 5 out of the first pages as advertisements - it's my only gripe.,Magazine,2002-05-02,4,positive,great guide home improvement projects detailed information variety projects offered one thing dont advertisements last issue first pages advertisements gripe,0.36250000000000004,positive,5.0,positive,positive
38,A1LPAB56PI3B1X,B00005N7Q1,"This is by far the premier magazine for Do-It-Yourselfers and family handymen.  The ideas, projects and material are laid out in easy to follow drawings, diagrams, illustrations and pictures with well written text. These are really collector type magazines in that you will want to save each one so that as you have a household project to do you can refer back to a specific magazine to help you.",Magazine,2002-01-16,5,positive,far premier magazine doityourselfers family handymen ideas projects material laid easy follow drawings diagrams illustrations pictures well written text really collector type magazines want save one household project refer back specific magazine help,0.14666666666666667,positive,6.0,positive,positive
39,A2Q92TFD3JY9B1,B00005N7Q1,"This is a great magazine.  It has inspired my husband to undertake numerous projects and to do them well.  The instructions, from my perspective, seem detailed and easy to follow.  There are a lot of pictures which really helps.  I also enjoy perusing the magazine, specially the goofs section and reader ideas.
I am giving this as a gift to my brother-in-law because he just bought his 1st house.",Magazine,2001-12-06,5,positive,great magazine inspired husband undertake numerous projects well instructions perspective seem detailed easy follow lot pictures really helps also enjoy perusing magazine specially goofs section reader ideas giving gift brotherinlaw bought 1st house,0.3700680272108844,positive,12.0,positive,positive
40,A20SJRN4G2XENN,B00005N7Q1,"This magazine provides clear direction and excellent photos to help you from beginning to end.  Each project has several photos to show you every step along the way. Everything in each photo is very clearly labeled.  There are a wide variety of projects for various skill levels (they note skill level, average time, materials, etc. for each project)  Their articles always seem to cover the type of ""fix-it"" projects you really need and the ""build"" or ""create"" projects are always very nice looking and practical.  Also great handy hints & shortcuts.  All this with a sense of humor, as well!",Magazine,2001-11-30,5,positive,magazine provides clear direction excellent photos help beginning end project several photos show every step along way everything photo clearly labeled wide variety projects various skill levels note skill level average time materials etc project articles always seem cover type fixit projects really need build create projects always nice looking practical also great handy hints shortcuts sense humor well,0.2863636363636364,positive,15.0,positive,positive
41,A19BA4RPOKQXZH,B00005N7Q1,"Family Handyman magazine is a winner!  Stuffed full of great tips, hints, amusing stories, wonderful projects, and outstanding reviews.  Great ideas for all people from rookies to seasoned vets.  A definite must for anyone who owns a home!",Magazine,2001-11-25,5,positive,family handyman magazine winner stuffed full great tips hints amusing stories wonderful projects outstanding reviews great ideas people rookies seasoned vets definite must anyone owns home,0.5375,positive,19.0,positive,positive
42,AU4D1G5QOEB6O,B00005N7P0,This is without a doubt the best PC coverage magazine you can get. I have read this magazine for years & find you can truly trust what they say. The reviews are excellent & the articles are written where anyone can understand them.,Magazine,2012-03-15,5,positive,without doubt best pc coverage magazine get read magazine years find truly trust say reviews excellent articles written anyone understand,1.0,positive,6.0,positive,positive
43,A2SI78R33PC5JR,B00005N7P0,"Pretty much the best magazine as far as computer hardware is concerned. Always has dependable and accurate reviews that show little bias, besides possibly some Intel bias. Of course, this is because the magazine focuses on raw performance and not necessarily price per dollar, but it does mention when certain hardware is a great deal. It also periodically does a build on ""under x dollars"" which is nice if you are on a budget close to what they are using. The magazine always contains a good mix of content such as news, reviews, stories, and writings from the team. Overall, a great magazine that I have subscribed to for years and plan to keep subscribing to.",Magazine,2012-02-25,5,positive,pretty much best magazine far computer hardware concerned always dependable accurate reviews show little bias besides possibly intel bias course magazine focuses raw performance not necessarily price per but mention certain hardware great deal also periodically build x dollars nice budget close using magazine always contains good mix content news reviews stories writings team overall great magazine subscribed years plan keep subscribing,0.31757260596546305,positive,13.0,positive,positive
44,A3PQQVU8NHR7PM,B00005N7P0,"I started off in the early days with a ""Boot"" subscription that eventually morphed itself into Maximum PC. The magazine's writing and tone always felt just about right and in the days before Internet, was the only way to actually get good information about hardware. Maximum PC, PC Gamer and Computer Shopper were required reading for me in my early years of computer building and upgrading.

Fast forward many years later and I finally let me subscription lapse and never renewed. Chalk it up to the immediacy of the Internet and all the new hardware sites that left me wondering why I would need to read information 2-3 months out of date.

However, on a recent business trip I picked up a newsstand copy for the flight and was struck at how much I enjoyed reading good content again. And to the writers credit, they have changed content slightly to highlight articles that do not suffer from a few months delay.

I work in a circulation department for another magazine and I get all the frustration magazine customers have at slow delivery, fulfillment of old issues and all those many many ads. My only defense is where else can you get an hour (or so) entertainment for 42 cents a month? Even double that price is still an insanely low price for such quality content.

I'm glad I'm back on board after all these years. Sure I have the Internet for the day 1 reviews of new hardware launches and 10 page articles on tweaks to get 1 FPS more out of Skyrim but truthfully my patience for that type of involvement with my computer has dropped considerably. As I get older, I'm more appreciative of concisely written material that's both entertaining and informative ... and it's dirt cheap to boot.",Magazine,2012-02-15,5,positive,started early days boot subscription eventually morphed maximum pc magazines writing tone always felt right days internet way actually get good information hardware maximum pc pc gamer computer shopper required reading early years computer building upgrading fast forward many years later finally let subscription lapse never renewed chalk immediacy internet new hardware sites left wondering would need read information months date however recent business trip picked newsstand copy flight struck much enjoyed reading good content writers credit changed content slightly highlight articles not suffer months delay work circulation department another magazine get frustration magazine customers slow delivery fulfillment old issues many many ads defense else get hour entertainment cents month even double price still insanely low price quality content im glad im back board years sure internet day reviews new hardware launches page articles tweaks get fps skyrim but truthfully patience type involvement computer dropped considerably get older im appreciative concisely written material thats entertaining informative dirt cheap boot,0.22995129870129868,positive,9.0,positive,positive
45,ALWIPFLEEH17M,B00005N7P0,"I've built a number of PCs, so the basics are of no use to me, but I like articles that don't use too much jargon or writing that is for compsci experts.  This mag is a great fit for me.  The articles are smart and cover topics that I care about.
Highly recommended for the PC builder!",Magazine,2012-02-13,5,positive,ive built number pcs basics no but articles dont much jargon writing compsci experts mag great fit articles smart cover topics care highly recommended pc builder,0.3548571428571428,positive,8.0,positive,positive
46,A90UMUUG7DFCU,B00005N7P0,"First issue I got was June 2010 and last issue was Feb/2012 and says this is last one.
I donot think many people track how many they get. If you count it they donot send 12 issue then you pay what you pay for 10 not 12. !!!!!",Magazine,2012-02-06,1,negative,first issue got june last issue feb says last one donot think many people track many get count donot send issue pay pay not,0.25,positive,-2.0,negative,negative
47,A1RW9ZBFC9UYYA,B00005N7P0,"There is always more than a few interesting items within the pages of this magazine.

Good reviews of new hardware, and real world tests.",Magazine,2012-02-01,5,positive,always interesting items within pages magazine good reviews new hardware real world tests,0.3840909090909091,positive,5.0,positive,positive
48,A2AA9P4FGO629Q,B00005N7P0,"Came as described, within time frame A+ Great magazine with a load of information for computer tech savy people. I love reading this magazine when it comes and it hangs around on my coffee table for a while for further reading.",Magazine,2012-01-31,5,positive,came described within time frame great magazine load information computer tech savy people love reading magazine comes hangs around coffee table reading,0.65,positive,6.0,positive,positive
